username;name;sex;mail;birthdate;country;city;street;password
alukacs;T. Kovács Mihály;M;zoltankiss@yahoo.com;1920-12-09;Hungary;Nagykanizsa;Dózsa györgy utca 100.;aU0CYKE51Ijt
istvanszabi;Tóth Z. Bernadett;F;oborbely@gmail.com;1955-05-13;Hungary;Borsodtapolcafa;Szolnoki utca 222.;Ns9YrdmWdw1T
anikiorsis;Székely Réka Anna;F;bkovacs@gmail.com;1930-07-22;Hungary;Mindszenthalas;Arany jános utca 88.;nwsEIBirtO8y
erzsebet16;Kocsis László Krisztián;M;takacskrisztina@yahoo.com;1916-07-14;Hungary;Vác;Tiszatamásii utca 3.;P7WqBlqZLV1t
pvoros;Dr. Váradi Erika Noémi;F;imrekiss@gmail.com;1980-04-10;Hungary;Győr;Szentmindszenti tér 13.;FtYnaE0lq0kD
bszabi;Dr. Kovács T. Bertalan;M;szabierzsebet@gmail.com;1974-04-07;Hungary;Pilisfürdőkövesd;Hetvenfai utca 52.;RHVzEoP5kUD4
antaljanos;Dr. Illés Attila Zoltán;M;ytakacs@hotmail.com;2001-12-06;Hungary;Szenthetvenfa;Miskolci tér 77.;IDhCYMksB9XL
szabimihaly;Szabó L. Gergely;M;piroska10@yahoo.com;2025-03-06;Hungary;Nyéktamásiharaszti;Györgyhidai utca 20.;s2EUXDfm30kq
upapp;Dr. Tóth Tamás;M;magdolna36@gmail.com;1992-08-12;Hungary;Érd;Balatonháti utca 223.;xVUbrIfG13df
imrefazekas;Prof. Dr. Biró Orosz Mária;F;ofarkas@yahoo.com;1927-02-08;Hungary;Vára;Pilistóti utca 204.;GAYnnbNq5boV
borosanita;Dr. Tóthné Horváth Erika;F;shorvath@hotmail.com;1968-03-23;Hungary;Falva;Dózsa györgy utca 38.;9auU6NlSsyR3
ildikiracz;J. Kovács Béla;M;fhorvath@hotmail.com;1974-03-26;Hungary;Győr;Ligetkőrösi út 212.;3Zo4xMgUr6Yo
nagytamas;K. Varga Mária;F;matelilla@yahoo.com;1960-06-04;Hungary;Hídvég;Békéscsabai tér 190.;nRxqgL2lf8Tb
novakpeter;Tóth Tamás Zoltán;M;fhorvath@gmail.com;1981-11-02;Hungary;Eger;Pécsi utca 41.;eM2UoyvOfrdG
mariann83;Dr. R. Pintér Mária;F;kevin75@hotmail.com;1982-04-12;Hungary;Kecskemét;József attila utca 144.;wL66ITbyfaD3
ddeak;Horváth Vincze Mihály;M;faragieva@hotmail.com;1996-03-11;Hungary;Szigetszentmiklós;Székesfehérvári utca 158.;NbfpNLCd4fQt
geza76;Soósné Dr. Farkas Irén Márta;F;lengyelerzsebet@gmail.com;1967-08-28;Hungary;Budapest;Miskolci utca 64.;aCBfGwD5E4mN
tithmark;Halász A. Sándor;M;anna55@yahoo.com;2024-10-05;Hungary;Alsókeresztváros;Petőfi sándor utca 203.;eAmwWjKodwm0
pallakatos;Tóthné Kiss Klára;F;oroszbernadett@yahoo.com;1997-12-29;Hungary;Dunaújváros;Borsodtamásii utca 75.;h0LuEOaO6Mb6
hajnalka94;Nagy G. Kristóf;M;csaba49@yahoo.com;2012-09-26;Hungary;Győr;Szentligeti utca 83.;Ot9TTamg5Gry
kissdavid;Dr. Antal József;M;etakacs@hotmail.com;1921-05-01;Hungary;Hídváros;Béke utca 247.;wmipDdzi4ORp
alexfeher;Fazekasné Orosz Petra Ilona;F;zbiri@gmail.com;1976-06-23;Hungary;Salgótarján;Drávamelléki utca 163.;OX8f9rNV6L1Q
lengyeliren;I. Tóth István;M;tithroland@hotmail.com;1970-07-21;Hungary;Hetvenvég;Érdi utca 89.;oV6ZNRs0fwjF
fodorbalazs;J. Nagy Balázs;M;siposmark@gmail.com;1915-07-04;Hungary;Miskolc;Bajai utca 46.;8UC4nh7hzSmp
palfekete;Dr. Kozma Máté Zoltán;M;qantal@gmail.com;1949-10-26;Hungary;Mindszentharaszti;Kossuth utca 226.;o5yYKggNMJTm
hhegedus;Nagy S. István;M;ckovacs@hotmail.com;2013-07-24;Hungary;Egyházasszékháza;Szegedi utca 149.;GQK4A7nw1pX7
hfazekas;Dr. Kiss Horváth Szilvia;F;gabor30@hotmail.com;1976-11-21;Hungary;Rácfürdőfa;Szegedi utca 74.;KqZ16NjrREXk
tamasfodor;Németh Farkas Barbara;F;vargabence@yahoo.com;1973-01-24;Hungary;Hajdútapolcakőrös;Ady endre tér 62.;2YuhVoQezhYx
tereziaszabi;Szabó Szabó István;M;kisspeter@yahoo.com;2005-07-05;Hungary;Tamásinémeti;Háthalasi utca 174.;bUcEsBOB5KCI
fpinter;Szőke Tóth János;M;hlukacs@gmail.com;1989-04-04;Hungary;Veszprém;Petőfi sándor utca 159.;HxaYZIyU2Udi
zsuzsanna15;Dr. Kovács A. Gábor;M;somogyigyorgy@hotmail.com;1935-10-24;Hungary;Győr;Váradi utca 154.;u2h2IRomhM2o
horvathbela;Mészáros Ferenc Márk;M;kovacsmarcell@yahoo.com;1977-07-18;Hungary;Szerbtamásikövesd;Mátrahetveni utca 99.;qWAlaNqe62FD
jolah;Dr. Takács D. László;M;lajoskovacs@gmail.com;1997-01-13;Hungary;Hídfa;Oroszmindszenti utca 15.;1TVjEhjLwwRH
davidkovacs;Prof. Dr. Hegedűsné Farkas Alexandra;F;maria32@gmail.com;1922-06-26;Hungary;Tamásihida;Dózsa györgy tér 185.;TlCPnnsxB7uo
hszucs;Pap Szücs Attila;M;laszli65@yahoo.com;1953-03-21;Hungary;Ózd;Kecskeméti utca 81.;PkJ8G0wzGQDU
imre81;Lakatos Alex Antal;M;edit76@gmail.com;1963-05-11;Hungary;Cegléd;Tamásiharasztii tér 183.;eXOn2aDE9w50
molnarmihaly;Szabó Róbert;M;karoly40@gmail.com;1935-05-24;Hungary;Eger;József attila utca 125.;SHYiBbLy4NXJ
gyorgyszabi;Tóth Szűcs Erzsébet;F;janos36@yahoo.com;1972-12-26;Hungary;Ráckeresztfa;Petőfi utca 18.;71XwTEAl9iWn
zsanett50;Jónás László;M;nemethimre@yahoo.com;1911-11-09;Hungary;Szentmártonharaszti;Györgyváradi utca 32.;jp1JdNkEfVkX
kissjanos;Tóth Virág Hajnalka;F;rizsa16@hotmail.com;1981-11-16;Hungary;Tatabánya;Béke utca 63.;tr3rpUPa7c6E
somogyiferenc;Dr. Nagy Ágnes;F;dkocsis@yahoo.com;1965-09-15;Hungary;Alsószékváros;Petőfi utca 198.;jrUjPRgYd9eP
olahsandor;Nagyné Tóth Enikő;F;anitajuhasz@hotmail.com;2015-01-09;Hungary;Dunaújváros;Petőfi sándor tér 56.;wFGcGHjp0Jrz
juditbalogh;Rácz R. Sándor;M;imrevirag@gmail.com;1960-12-12;Hungary;Kunmelléknádasd;Székváradi utca 173.;B8VroMnxcwM9
borbelyvaleria;Dr. Simon Dávid;M;alexandramolnar@gmail.com;1980-06-05;Hungary;Salgótarján;Dózsa györgy utca 124.;5Hhm26s6Enu2
lakatossara;J. Fehér Klára;F;jfarkas@yahoo.com;1932-09-09;Hungary;Alsógyörgyapáti;Ady endre utca 105.;3sKuOk8WxnSd
khalasz;Horváth Gabriella;F;kovacssandor@hotmail.com;2007-08-11;Hungary;Pécs;Kecskeméti utca 179.;bxrBgAZxZ5Hb
opapp;Dr. Tóth D. Éva;F;boroszsigmond@yahoo.com;1964-02-17;Hungary;Székesfehérvár;Pusztai utca 213.;2Adn2VildQsC
torokzsuzsanna;Dr. Takács Anett;F;tamas02@yahoo.com;2004-05-23;Hungary;Tiszamindszentnémeti;Mártonhidai utca 75.;bOu0LuLEPZZx
lajos53;Somogyi Á. József;M;szucsbalazs@hotmail.com;1938-08-20;Hungary;Budahídharaszti;Petőfi utca 4.;80nqCYJKFMFb
nagymarta;J. Máté Elemér;M;bela16@gmail.com;1940-09-12;Hungary;Nyéktapolcadevecser;Dunamelléki tér 153.;NCoWzmMo4L4N
bela92;K. Kovács Zsuzsanna;F;orbangyorgy@gmail.com;2021-10-03;Hungary;Mindszentnémeti;Újtóti tér 198.;n5l0YzAvUhOX
annafulop;Dr. Fekete Gábor;M;kingakovacs@yahoo.com;2014-06-27;Hungary;Felsőkeresztfalva;Tamásihidai utca 231.;pAWVfQOfbZ6N
lengyelzsolt;Horváth Török Tímea;F;jdudas@gmail.com;1961-09-04;Hungary;Dunaújváros;Nagykanizsai utca 143.;9pcrv3TqYhIc
barnaakos;R. Fekete Nóra;F;zsolt15@yahoo.com;2019-10-08;Hungary;Szombathely;Petőfi utca 46.;IuqbIcKQ94Kc
jizsef46;Farkasné Dr. Szabó Kitti Petra;F;zvarga@gmail.com;2012-10-27;Hungary;Borsodtamásifalva;Békéscsabai utca 90.;Lk1sBZmzj9Y0
sandornemeth;Dr. Horváth Éva;F;korosz@yahoo.com;1909-11-17;Hungary;Borsodszékfalu;Mellékkőrösi tér 17.;wcGERkdhx8bA
kisjizsef;P. Balogh Károly;M;nikolettakovacs@yahoo.com;1918-11-02;Hungary;Tótapáti;Szerbfürdői utca 184.;1VmdOzTAP6QP
renata27;Dr. Kovács Andrásné;F;zvarga@gmail.com;1999-09-16;Hungary;Berény;Budapesti utca 164.;4PM9buxdWx2Z
gyula78;Farkas Csaba Erik;M;gveres@hotmail.com;1917-10-28;Hungary;Kishídháza;Petőfi utca 65.;BN8DSbtqw7Pq
andraslengyel;Dr. Fodor Márk;M;janosjuhasz@yahoo.com;1948-02-28;Hungary;Szombathely;Hetvenhalasi tér 133.;ByjmKROP44lY
jizsefmajor;Szűcs I. Julianna;F;kovacskatalin@hotmail.com;1964-05-31;Hungary;Nyékhetvennémeti;Tótkőrösi utca 127.;AkfA6pB94sTy
usomogyi;Hegedüs Katalin Anna;F;farkaslaszli@hotmail.com;1934-09-18;Hungary;Szigetszentmiklós;Győri út 134.;S0UpFt1LXc8g
dkovacs;Papp Orbán Ferenc;M;szilviasomogyi@gmail.com;1992-12-03;Hungary;Pilistapolcavárad;Székesfehérvári út 127.;1c5sYuNzBrIv
viragkrisztian;Siposné Dr. Kiss Jolán;F;horvathibolya@gmail.com;1919-08-22;Hungary;Győr;Alsómártoni utca 249.;0dfnJws8L6Lw
kelemenetelka;Tóth Farkas István;M;kissadam@yahoo.com;1960-07-19;Hungary;Tapolcaháza;József attila út 75.;rC3XgQKvbu8e
erzsebet78;Dr. Takács Török Géza;M;zoltan66@gmail.com;1996-04-21;Hungary;Debrecen;Mátrahetveni utca 105.;4W723JCIg8tp
ilona47;Dr. S. Balogh Zsolt;M;akosszabi@yahoo.com;1942-10-23;Hungary;Mindszentapáti;Váctamásii tér 162.;9eNYIBco8p4N
torokjanos;Kovácsné Dr. Kiss Gabriella;F;andreatith@yahoo.com;1920-09-07;Hungary;Kecskemét;Petőfi sándor út 157.;8JkFqkRkUSw2
meszarosivan;Kovács Bence;M;majoragnes@gmail.com;1979-05-14;Hungary;Újmindszentharaszti;Mindszentváradi utca 166.;8A4KP1UiwLDW
szilvia02;Dr. Varga László Krisztián;M;kfarkas@hotmail.com;1954-07-06;Hungary;Tótfalu;Hátfalui tér 105.;qOSMIhjt7E8G
orsiserzsebet;Gál Erzsébet;F;magdolna20@yahoo.com;1927-05-26;Hungary;Budapest;Nagygyörgyi utca 97.;CgC54jefd9om
papperzsebet;Dr. Kovács E. Renáta;F;cvarga@yahoo.com;1944-01-25;Hungary;Szerbmellékkövesd;Mártonfalui út 84.;RHd39PRd3TqT
zgulyas;Nagy Zoltán;M;gaborfabian@gmail.com;1948-09-23;Hungary;Székdevecser;Dunaújvárosi tér 160.;2O8io7ifQYNc
mark65;Sándor K. Sándor;M;thorvath@gmail.com;1920-05-06;Hungary;Szerbhetvenvára;Petőfi út 235.;ZPBBFDq87LSY
anna67;Horváth István;M;imreantal@gmail.com;1918-04-18;Hungary;Mellékharaszti;Mártonfalui utca 19.;yWXprHG82Ulv
ildikibudai;Balog V. László;M;bertalan94@yahoo.com;1952-10-17;Hungary;Kisfürdőhida;Ady endre utca 142.;Vkd6zVeI5GXC
orsolyaorosz;Baloghné Simon Bernadett;F;xpapp@hotmail.com;1971-10-11;Hungary;Szentligethalas;Mindszentházai utca 21.;eEmqGgjM6JjU
mark22;Lengyel Julianna;F;maria96@hotmail.com;1918-01-20;Hungary;Hátbánya;Ady endre utca 226.;qXIi0IRgO4ze
tithterezia;Nagy Mária Rita;F;gkocsis@gmail.com;2004-01-14;Hungary;Balatonfürdőberény;Kossuth utca 193.;xTdlNM6DtFP8
mbarna;J. Szabó Márk;M;horvathtamas@yahoo.com;1931-12-15;Hungary;Mártonvárad;Kövesdi utca 233.;umRTBYKeNe2K
torban;Dr. Nagy Kinga Judit;F;margitfazekas@yahoo.com;1919-03-27;Hungary;Tóthalas;Szabadság utca 134.;8RtYbdoY4Rqo
piroskajakab;László K. Ernő;M;asandor@gmail.com;2017-06-28;Hungary;Szolnok;Kunmártoni utca 21.;R2he3rimcE2J
marton30;Tóth Z. Géza;M;antalkiss@gmail.com;2014-02-28;Hungary;Alsóligetkövesd;Szabadság utca 82.;9Nw7wNWswa4s
tibor19;Dr. Nemes Ádámné;F;bogdanlaszli@gmail.com;2009-01-27;Hungary;Cegléd;Zalaegerszegi utca 230.;1A58eq0GGDRQ
rhegedus;Kovács Gábor Sándor;M;gyorgykovacs@yahoo.com;1922-02-14;Hungary;Ózd;Pécsi utca 225.;0h6yKp1i1Ypp
zoltan46;Sipos Péterné Balogh Margit;F;erzsebetnemeth@gmail.com;1932-03-01;Hungary;Nagyhetvenkőrös;Egeri köz 14.;mVoWGKqkMl4O
nandor60;Jakabné Dr. Budai Judit;F;meszarosribert@gmail.com;2013-01-14;Hungary;Nyíregyháza;Törökhetveni tér 201.;JB70zm64pMzs
szabireka;Dr. Kelemen Horváth Mihály;M;endre26@yahoo.com;1966-04-07;Hungary;Baja;Petőfi utca 230.;2VFMPmETVwkI
petereva;M. Nagy Sándor;M;tunde14@hotmail.com;1941-09-16;Hungary;Békéscsaba;Szolnoki utca 206.;4MY0xDlmE93k
nemethagnes;Dr. Sipos Tamásné;F;molnarkaroly@yahoo.com;1955-11-11;Hungary;Pusztafürdőapáti;Szigetszentmiklósi utca 75.;o3Dxzdhby4YW
erikanagy;Dr. Simonné Fodor Magdolna;F;ctith@hotmail.com;1991-08-19;Hungary;Hátvár;Petőfi sándor utca 104.;PTB7dySQI98u
simonerzsebet;Nagyné Dr. Farkas Szilvia;F;imreborbely@gmail.com;1988-01-23;Hungary;Zalaegerszeg;József attila utca 17.;qkcbLVQuv53l
kerekesanna;Feketené Dr. Fehér Ágnes Rózsa;F;sandor92@hotmail.com;1951-07-30;Hungary;Hídfalu;Érdi sétány 214.;xpPH8d92A7uA
ctorok;Dr. Farkas M. Máté;M;hbudai@yahoo.com;1958-10-23;Hungary;Győr;Szolnoki utca 207.;y93KUJ9CJxxq
vargaszilard;Gál Horváth Anna;F;szabilaszli@hotmail.com;1929-05-23;Hungary;Háthida;Pusztakereszti út 106.;ccNhZlfajV4y
evapap;Szabó G. Gábor;M;dnagy@hotmail.com;1977-04-21;Hungary;Dunahídkövesd;Dunakeszii utca 130.;7bTtIyTybnpA
sandortith;Kelemen I. Áron;M;tamas39@hotmail.com;1928-05-16;Hungary;Pécs;Dózsa györgy út 39.;o7BiQaoN4hdx
tamas16;Szabó S. Patrik;M;pappviktor@gmail.com;1986-01-06;Hungary;Zalaegerszeg;Szolnoki tér 117.;p1zCE83l2beB
judit21;Varga Zoltánné;F;hpapp@hotmail.com;1958-12-08;Hungary;Baja;Székváradi utca 44.;w9VcySMISkc2
maria82;Lengyelné Sipos Ilona Anita;F;orbanterezia@gmail.com;1938-07-29;Hungary;Györgybánya;Egyházastapolcai utca 149.;EsXhugHq9CXl
takacsedit;Németh Ferenc Krisztián;M;molnargeza@hotmail.com;1948-03-15;Hungary;Fürdőnádasd;Ceglédi utca 204.;pVADaGPx5KvX
tithkrisztina;Feketené Dr. Horváth Anita;F;margit14@gmail.com;1934-07-27;Hungary;Budatapolcahida;Tamásiházai utca 75.;jrNfUoxuA0s6
sandortorok;Fehérné Simon Andrea;F;laszlihorvath@gmail.com;2020-10-20;Hungary;Tamásikövesd;Béke utca 4.;hG6hVMWp13Nt
nikolettasipos;Szabó Éva Katalin;F;antalpeter@yahoo.com;1944-08-01;Hungary;Fürdőberény;Pilisfürdői utca 23.;3BT74tsk7y8V
marcell10;V. Nagy János;M;nandor50@gmail.com;1956-06-01;Hungary;Város;Pécsi utca 6.;69Dl6EKdwxRQ
znemeth;Dr. Papp István;M;vorostibor@gmail.com;1989-08-05;Hungary;Keresztvára;Mindszentdevecseri utca 22.;soGsWPmyX9Jz
kissnikoletta;Nagy Kovács Tibor;M;melinda24@hotmail.com;1977-08-30;Hungary;Hajdúszékvárad;Tiszamindszenti utca 132.;5oP0drfgCa2n
adrianszekely;Juhászné Dr. Pál Gizella Éva;F;laszli06@yahoo.com;2011-04-13;Hungary;Mellékháza;Ceglédi utca 232.;5DvzaXLkOJ1E
iren12;D. Lakatos József;M;jmolnar@yahoo.com;1940-04-05;Hungary;Somogykeresztfalva;Mellékfai utca 214.;WHv1pkuvM68K
sarkoziandras;Lakatos Dávid;M;balazsnemes@gmail.com;1975-04-25;Hungary;Mátraligetváros;Mosonligeti utca 196.;NwDOA2706WFn
csillaszekely;Sipos Balázs;M;erzsebethorvath@gmail.com;1957-09-06;Hungary;Békéscsaba;Bajai utca 98.;67tnRJdhiHvW
nagygreta;Nagy Zsolt Gyula;M;zsois@hotmail.com;1987-06-10;Hungary;Drávahátapáti;Győri utca 135.;OpvLRvss37KR
attilahorvath;Dr. Szabó Z. Attila;M;arankameszaros@yahoo.com;1917-05-29;Hungary;Tamásidevecser;Fürdőbányai utca 130.;hngzTfk1vsV4
jizsef49;Kiss Dániel;M;rolandszabi@yahoo.com;1946-01-04;Hungary;Szombathely;Szerbtamásii utca 207.;Df4hjCLo5090
bogdannoemi;Horváth Fülöp Roland;M;pszabi@yahoo.com;1968-01-18;Hungary;Szerbfürdődevecser;Dózsa györgy utca 128.;q29SkWfOueyd
mbalog;Balogh L. Károly;M;mariasimon@hotmail.com;1951-06-07;Hungary;Egyházasmellékkőrös;Ceglédi utca 64.;yW0LxbrSE1LV
orsolya88;Dr. Faragó Rebeka Szilvia;F;kissendre@yahoo.com;1943-12-17;Hungary;Érd;Petőfi sándor utca 3.;UYjzxpf792ew
kissanna;Katona Nagy Zsuzsanna;F;andrasszabi@hotmail.com;1969-04-13;Hungary;Hajdúkeresztnémeti;Pusztagyörgyi utca 103.;fGrXsuuG5dPs
jazminkerekes;Farkas Réka Anna;F;arpadkocsis@hotmail.com;1987-02-07;Hungary;Pusztatapolcadevecser;Nagykereszti utca 149.;84l9MOWiofYh
zitanagy;Dr. Mészáros Zoltánné Szabó Viktória;F;krisztinamolnar@hotmail.com;1929-08-06;Hungary;Mosonmagyaróvár;Hajdúkereszti út 49.;nmIvWRjIUo3S
edina70;Dr. Szűcs M. Ákos;M;mariakovacs@gmail.com;2008-01-25;Hungary;Györgyvég;Hídhalasi utca 196.;2PJ45TdW9gQk
bodnarnoemi;Varga János;M;pasztorterezia@yahoo.com;1994-11-16;Hungary;Törökmindszentfalva;Tapolcahalasi út 163.;B9u2Jrwek4M7
nagyorsolya;Dr. Kovácsné Pataki Tímea;F;juliannaolah@yahoo.com;2000-09-23;Hungary;Zalaegerszeg;Belsőfürdői utca 46.;9RHfIhJNZEQY
magdolna55;Nagy Erzsébet;F;erzsebethorvath@gmail.com;1946-01-10;Hungary;Újszékharaszti;Bakonyhídi tér 212.;u1MfA6gY72I2
orsisilona;Kiss Nagy Erzsébet;F;farkasmihaly@hotmail.com;1951-07-05;Hungary;Györgyfalva;Mátratamásii út 173.;NI38QJmec1Np
szilvia33;R. Kovács Zsolt;M;greta60@yahoo.com;1978-05-14;Hungary;Hetvenvárad;Szabadság utca 143.;f7Y7UkVaILuB
baloghanita;Varga Béla;M;snagy@gmail.com;1956-02-10;Hungary;Hajdúkeresztvára;Törökhídi utca 182.;1nzUuwZqIhV6
milantorok;Szabóné Dr. Németh Anna;F;gfeher@gmail.com;1934-10-31;Hungary;Tótkőrös;Szentmártoni utca 48.;Xx1Q4hmV4N9I
zoltan38;Horváthné Dr. Takács Mária;F;andras01@gmail.com;1985-07-06;Hungary;Hátvárad;Hódmezővásárhelyi utca 211.;tPXicciX8u4b
vargabianka;Dr. Nagy Fazekas Attila;M;karolynagy@yahoo.com;1911-06-02;Hungary;Dunakeszi;Balatonmártoni utca 195.;oNz1eqCl4OhM
csillanagy;Németh Tóth Viktória;F;fannigulyas@gmail.com;1954-05-20;Hungary;Ligetvára;Bácsháti utca 157.;66QOHstamuys
zsifiaszoke;J. Tóth Miklós;M;mihalyszalai@hotmail.com;2004-03-25;Hungary;Lajoshetvennémeti;Tatabányai utca 224.;bO9ulLtM6IQb
jkocsis;Kovács D. Dávid;M;katalin31@gmail.com;1957-07-12;Hungary;Ligetnémeti;Szabadság tér 15.;BYwTcHfK3wU5
wantal;Kiss Kiss Béla;M;zoltanhorvath@hotmail.com;2012-10-22;Hungary;Salgótarján;Győri utca 216.;yAG3uqZy5Hik
bernadett15;Kovácsné Dr. Molnár Judit;F;cmeszaros@gmail.com;1933-05-12;Hungary;Debrecen;Tótfalui tér 25.;heH9Yfzj3j6V
mkiss;Gulyásné Dr. Bálint Gyöngyi;F;botond69@hotmail.com;2014-01-11;Hungary;Fürdőhida;Petőfi sándor utca 167.;5ri7yXeA4HjN
zszucs;Tóthné Dr. Szabó Fanni;F;balazs48@yahoo.com;1994-01-18;Hungary;Szerbgyörgyvár;Mezőszéki utca 34.;6gIjWaKORE0B
vargaandrea;Nagy Szilárdné Deák Márta;F;ferenc92@yahoo.com;1976-09-06;Hungary;Vác;Keresztapátii utca 221.;KUTaJbNEX3Jd
amagyar;Rácz Erzsébet;F;qszabi@hotmail.com;1947-07-31;Hungary;Ligetvár;Arany jános utca 243.;i8VMdjn2raou
karoly97;Tóth Ildikó;F;molnardavid@yahoo.com;1984-06-10;Hungary;Györgynádasd;Kossuth utca 106.;Z5nGnJahj5tO
tithviktiria;Simon B. István;M;feketeterez@yahoo.com;1937-01-22;Hungary;Tamásiharaszti;József attila utca 239.;MX1uL2eG3OpS
kissibolya;Pintér Molnár Mihály;M;anita86@yahoo.com;1927-03-07;Hungary;Tamásikövesd;Nyékhídi utca 187.;7RU8ZiIwGXyn
ohorvath;Prof. Dr. Szűcs Zoltán Krisztián;M;tibor05@yahoo.com;1926-10-29;Hungary;Kaposvár;Kőrösi utca 102.;4bZTU5jns8S7
akosfarkas;Kovács Sándor;M;irenszabi@gmail.com;1958-04-28;Hungary;Mezőkeresztharaszti;Szombathelyi utca 186.;uDeh4OWm8jjO
nikolettpapp;S. Kelemen Mihály;M;imre27@hotmail.com;1939-04-04;Hungary;Miskolc;Dózsa györgy utca 91.;3LhryeCb2Hej
zkis;Dr. Kiss Áronné;F;anna73@gmail.com;1950-05-31;Hungary;Mártonberény;Szentligeti utca 98.;UfRxgzTw9Kse
upataki;Kovács Kiss József;M;hunorszilagyi@hotmail.com;1960-02-01;Hungary;Budapest;Zalaegerszegi utca 179.;ueO83Ubh4Po9
farkasedit;Dr. Farkas Kiss Rudolf;M;istvannagy@gmail.com;1995-12-13;Hungary;Eger;Falui utca 22.;2DES9mbs1kZV
wtakacs;Papp Ferenc Gábor;M;titherzsebet@yahoo.com;2000-04-28;Hungary;Nyírhetvenapáti;Nyíregyházai utca 42.;zIKmbte7sU9S
farkasmaria;Prof. Dr. Fekete Béla Richárd;M;matyastith@gmail.com;1949-09-08;Hungary;Bácsgyörgyvára;Veszprémi utca 68.;7hoiOGsvHkF7
viragferenc;J. Farkas Zoltán;M;jracz@yahoo.com;2011-01-24;Hungary;Mártonberény;József attila tér 244.;gBTbGUs826CD
feketeribert;Farkasné Szabó Krisztina;F;norosz@gmail.com;2001-04-20;Hungary;Mártonberény;Székvárai utca 125.;blqBMZjxX38Q
klaratith;Pap Tamás Adrián;M;szabierzsebet@gmail.com;2007-09-03;Hungary;Mártonvára;Ady endre utca 62.;PmJVXgrpp7Fp
szilvia03;Szabó Antal Dávid;M;kisszsolt@gmail.com;1971-01-31;Hungary;Drávafürdőháza;Ligetházai tér 153.;Vv8I6xFKK5tJ
martinhorvath;M. Fekete Katalin;F;magyargyorgy@hotmail.com;1939-08-30;Hungary;Hídváros;Mindszentvárai utca 102.;Ik83GevRGiA9
gaborbarna;Szabó Gergő;M;jizsef56@hotmail.com;1922-02-14;Hungary;Hetvenfa;Balatonligeti tér 91.;xprXiVgW2Ghz
tamasbela;Orsós Németh Péter;M;maria25@yahoo.com;1916-08-17;Hungary;Mellékváros;Hídfalui tér 145.;I3dG6y4aKe6J
onagy;Kiss Gábor;M;csabailles@gmail.com;1918-02-01;Hungary;Székháza;Györgyházai utca 105.;v0ySBnxS5hXc
lauranagy;Tóth T. Géza;M;enagy@yahoo.com;1936-03-05;Hungary;Györgyapáti;József attila utca 208.;stOsyBokj4FU
zsigmond01;Dr. Kerekes István István;M;simonjeno@hotmail.com;2013-05-14;Hungary;Érd;Arany jános köz 140.;u6XQ9LZzjPSt
nagygeza;Molnár Imre Patrik;M;obalogh@gmail.com;1972-11-15;Hungary;Keresztfalva;Mellékhidai utca 106.;5W4We0XH7wvX
bnemeth;Illés Pintér Mária;F;minika92@yahoo.com;2020-09-25;Hungary;Mártonbánya;Szolnoki utca 91.;g3Q0T5hB0Wt1
laszlihegedus;S. Barta Judit;F;zsuzsanna59@gmail.com;1920-05-07;Hungary;Szigetszentmiklós;Arany jános utca 210.;tpx26AdtmF8k
etelka45;Tóth P. Péter;M;hhegedus@yahoo.com;1986-07-06;Hungary;Eger;Székfalvai utca 28.;j2Qa5weeR2mJ
terezianagy;Horváth T. György;M;gaborhorvath@yahoo.com;2015-06-22;Hungary;Mindszentnádasd;Petőfi sándor utca 199.;3z9ggSRFFZdQ
anitaszilagyi;Kiss Ernőné Varga Barbara;F;andrea89@yahoo.com;1969-07-23;Hungary;Miskolc;Mellékbányai út 143.;h9Hx0wHDxKYu
gabriella44;Pál György;M;rhorvath@hotmail.com;2003-02-18;Hungary;Sopron;Mosonszéki utca 96.;L5XGzN1lP66b
jizsef38;Szűcs László Anna;F;jizsef21@gmail.com;1932-12-24;Hungary;Hídhida;Mártonfalui utca 190.;ZlC3nQcDJaOt
bognarbalazs;Kovács Gábor;M;gbalog@hotmail.com;1972-05-08;Hungary;Németmindszentnádasd;Szabadság utca 160.;6D1rFMxnBLQ8
peternagy;Molnár Kozma József;M;attila10@yahoo.com;2004-12-08;Hungary;Vég;Salgótarjáni utca 89.;3lSwsMyum7Bs
gizella52;Dr. Molnár Fodor István;M;vargaildiki@yahoo.com;1986-12-02;Hungary;Székesfehérvár;Tamásivárai utca 221.;v8t0pq6BzgtR
norbertdeak;Dr. Rácz Zoltánné Farkas Zsuzsanna;F;xlengyel@hotmail.com;1942-12-30;Hungary;Dunaújváros;Újháti utca 23.;O5rR6YzhfLs5
rozaliahorvath;Boros István;M;halasztunde@hotmail.com;1991-05-20;Hungary;Mártonnádasd;Tamásihidai utca 167.;z78Y6HSaQeKu
agnesvarga;Hegedüs Dávid Ferenc;M;benjaminszucs@hotmail.com;1932-09-12;Hungary;Hátnémeti;Egeri tér 70.;PwjgRpGhI6cO
bpal;Szabó Kiss Gábor;M;istvan94@hotmail.com;1981-07-15;Hungary;Békéscsaba;Dunakeszii utca 195.;F5yJt2vC1RQ7
esipos;Fekete Gáborné Nagy Dóra;F;nagyistvan@hotmail.com;1967-08-13;Hungary;Hódmezővásárhely;Békésmártoni út 230.;SbqE1gvVO5wT
ilona90;Budainé Prof. Dr. Nagy Anna;F;vassildiki@hotmail.com;1921-09-16;Hungary;Budamártonháza;Hajdúi utca 87.;riTvEgcFp6Ci
